vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1.0,2020-01-09T10:07:55.000,2020-01-09T10:12:55.000,1.0,0.6,1.0,N,238,151,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0.0
1.0,2020-01-09T10:22:09.000,2020-01-09T10:25:58.000,1.0,0.6,1.0,N,238,238,1.0,4.5,2.5,0.5,1.56,0.0,0.3,9.36,2.5
1.0,2020-01-09T10:35:31.000,2020-01-09T10:57:45.000,1.0,3.1,1.0,N,143,234,1.0,15.5,2.5,0.5,3.75,0.0,0.3,22.55,2.5
2.0,2020-01-09T10:27:22.000,2020-01-09T10:41:02.000,1.0,1.45,1.0,N,243,127,1.0,10.5,0.0,0.5,0.0,0.0,0.3,11.3,0.0
2.0,2020-01-09T10:01:49.000,2020-01-09T10:24:28.000,1.0,5.68,1.0,N,87,140,1.0,20.5,0.0,0.5,4.76,0.0,0.3,28.56,2.5
2.0,2020-01-09T10:28:29.000,2020-01-09T10:52:53.000,1.0,3.95,1.0,N,140,166,1.0,18.0,0.0,0.5,4.26,0.0,0.3,25.56,2.5
2.0,2020-01-09T10:13:39.000,2020-01-09T10:26:56.000,1.0,1.48,1.0,N,236,237,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
2.0,2020-01-09T10:52:25.000,2020-01-09T11:03:45.000,1.0,1.4,1.0,N,236,237,1.0,9.0,0.0,0.5,2.0,0.0,0.3,14.3,2.5
2.0,2020-01-09T10:13:57.000,2020-01-09T10:25:47.000,1.0,1.62,1.0,N,158,234,1.0,9.0,0.0,0.5,3.69,0.0,0.3,15.99,2.5
2.0,2020-01-09T10:32:21.000,2020-01-09T10:44:07.000,1.0,0.93,1.0,N,90,107,2.0,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
2.0,2020-01-09T10:46:07.000,2020-01-09T11:02:25.000,1.0,2.08,1.0,N,107,163,1.0,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5
2.0,2020-01-09T10:15:33.000,2020-01-09T10:17:27.000,1.0,0.37,1.0,N,233,233,2.0,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5
2.0,2020-01-09T10:26:46.000,2020-01-09T10:30:42.000,1.0,0.66,1.0,N,237,229,1.0,4.5,0.0,0.5,1.95,0.0,0.3,9.75,2.5
2.0,2020-01-09T10:07:56.000,2020-01-09T10:41:57.000,1.0,4.2,1.0,N,140,68,1.0,24.0,0.0,0.5,3.0,0.0,0.3,30.3,2.5
2.0,2020-01-09T10:03:29.000,2020-01-09T10:31:42.000,1.0,9.58,2.0,N,93,162,1.0,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
1.0,2020-01-09T10:38:33.000,2020-01-09T10:57:54.000,1.0,2.0,1.0,N,107,230,1.0,13.0,2.5,0.5,2.45,0.0,0.3,18.75,2.5
1.0,2020-01-09T10:09:35.000,2020-01-09T10:29:02.000,1.0,1.3,1.0,N,186,230,1.0,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5
1.0,2020-01-09T10:32:13.000,2020-01-09T10:50:08.000,1.0,2.2,1.0,N,230,234,1.0,13.0,2.5,0.5,2.45,0.0,0.3,18.75,2.5
2.0,2020-01-09T10:12:49.000,2020-01-09T10:25:56.000,3.0,1.51,1.0,N,246,90,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-09T10:21:28.000,2020-01-09T10:40:14.000,1.0,8.5,1.0,N,236,138,1.0,26.0,0.0,0.5,10.63,6.12,0.3,46.05,2.5
2.0,2020-01-09T10:29:19.000,2020-01-09T10:49:54.000,1.0,1.89,1.0,N,143,163,1.0,14.0,0.0,0.5,1.5,0.0,0.3,18.8,2.5
2.0,2020-01-09T10:31:49.000,2020-01-09T10:40:10.000,2.0,1.44,1.0,N,158,13,1.0,7.5,0.0,0.5,2.7,0.0,0.3,13.5,2.5
1.0,2020-01-09T10:21:12.000,2020-01-09T10:44:24.000,1.0,3.6,1.0,N,186,125,1.0,17.5,2.5,0.5,2.0,0.0,0.3,22.8,2.5
1.0,2020-01-09T10:46:15.000,2020-01-09T11:07:45.000,1.0,2.4,1.0,N,125,100,1.0,14.5,2.5,0.5,3.55,0.0,0.3,21.35,2.5
2.0,2020-01-09T10:03:58.000,2020-01-09T10:18:39.000,1.0,3.39,1.0,N,246,13,1.0,13.5,0.0,0.5,9.0,0.0,0.3,25.8,2.5
2.0,2020-01-09T10:56:44.000,2020-01-09T11:11:53.000,1.0,1.25,1.0,N,48,229,1.0,10.5,0.0,0.5,3.45,0.0,0.3,17.25,2.5
1.0,2020-01-09T10:34:43.000,2020-01-09T10:54:31.000,1.0,4.1,1.0,N,107,87,2.0,16.0,2.5,0.5,0.0,0.0,0.3,19.3,2.5
1.0,2020-01-09T10:52:59.000,2020-01-09T11:01:19.000,1.0,1.3,1.0,N,230,43,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
2.0,2020-01-09T10:04:22.000,2020-01-09T10:09:55.000,1.0,0.62,1.0,N,162,237,1.0,5.5,0.0,0.5,1.45,0.0,0.3,10.25,2.5
2.0,2020-01-09T10:14:35.000,2020-01-09T10:29:03.000,1.0,1.56,1.0,N,43,239,1.0,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
2.0,2020-01-09T10:45:31.000,2020-01-09T11:00:39.000,1.0,2.0,1.0,N,239,237,1.0,11.0,0.0,0.5,1.7,0.0,0.3,16.0,2.5
2.0,2020-01-09T10:00:43.000,2020-01-09T10:14:18.000,2.0,1.46,1.0,N,164,113,2.0,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
2.0,2020-01-09T10:19:21.000,2020-01-09T10:27:14.000,2.0,1.14,1.0,N,113,144,1.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
2.0,2020-01-09T10:55:44.000,2020-01-09T11:02:03.000,2.0,0.7,1.0,N,90,234,1.0,6.0,0.0,0.5,3.0,0.0,0.3,12.3,2.5
1.0,2020-01-09T10:56:32.000,2020-01-09T11:06:02.000,1.0,0.7,1.0,N,209,261,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
1.0,2020-01-09T10:24:23.000,2020-01-09T10:33:46.000,1.0,0.6,1.0,N,142,237,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
2.0,2020-01-09T10:38:29.000,2020-01-09T10:46:36.000,1.0,1.0,1.0,N,238,239,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2.0,2020-01-09T10:06:15.000,2020-01-09T10:37:21.000,1.0,3.59,1.0,N,238,161,2.0,20.0,0.0,0.5,0.0,0.0,0.3,23.3,2.5
2.0,2020-01-09T10:42:48.000,2020-01-09T11:01:50.000,1.0,1.41,1.0,N,163,233,1.0,12.0,0.0,0.5,3.82,0.0,0.3,19.12,2.5
2.0,2020-01-09T10:32:35.000,2020-01-09T10:46:39.000,1.0,1.36,1.0,N,140,236,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-09T10:48:25.000,2020-01-09T11:03:01.000,1.0,1.06,1.0,N,236,237,1.0,9.5,0.0,0.5,1.0,0.0,0.3,13.8,2.5
1.0,2020-01-09T10:19:25.000,2020-01-09T10:22:14.000,1.0,0.5,1.0,N,68,246,1.0,4.0,2.5,0.5,1.45,0.0,0.3,8.75,2.5
1.0,2020-01-09T10:55:01.000,2020-01-09T11:03:53.000,0.0,1.3,1.0,N,79,234,1.0,7.5,2.5,0.5,1.75,0.0,0.3,12.55,2.5
2.0,2020-01-09T10:01:42.000,2020-01-09T10:15:02.000,1.0,2.76,1.0,N,114,246,2.0,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
2.0,2020-01-09T10:02:42.000,2020-01-09T10:33:30.000,5.0,3.71,1.0,N,43,234,1.0,20.0,0.0,0.5,3.5,0.0,0.3,26.8,2.5
2.0,2020-01-09T10:22:54.000,2020-01-09T10:28:23.000,1.0,0.41,1.0,N,164,100,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
2.0,2020-01-09T10:46:15.000,2020-01-09T11:08:21.000,1.0,1.91,1.0,N,186,233,1.0,14.0,0.0,0.5,4.32,0.0,0.3,21.62,2.5
2.0,2020-01-09T10:05:16.000,2020-01-09T10:27:49.000,3.0,2.45,1.0,N,262,163,1.0,15.0,0.0,0.5,2.74,0.0,0.3,22.99,2.5
2.0,2020-01-09T10:40:54.000,2020-01-09T10:54:41.000,2.0,1.3,1.0,N,230,100,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
2.0,2020-01-09T10:11:19.000,2020-01-09T10:19:35.000,1.0,1.02,1.0,N,113,90,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2.0,2020-01-09T10:21:51.000,2020-01-09T10:23:21.000,1.0,0.31,1.0,N,68,68,1.0,3.0,0.0,0.5,0.0,0.0,0.3,6.3,2.5
2.0,2020-01-09T10:01:43.000,2020-01-09T10:26:53.000,1.0,4.66,1.0,N,151,161,1.0,20.0,0.0,0.5,4.66,0.0,0.3,27.96,2.5
2.0,2020-01-09T10:08:16.000,2020-01-09T10:28:15.000,1.0,4.11,1.0,N,262,234,1.0,17.5,0.0,0.5,3.12,0.0,0.3,23.92,2.5
2.0,2020-01-09T10:33:35.000,2020-01-09T11:22:50.000,1.0,4.44,1.0,N,234,87,2.0,29.0,0.0,0.5,0.0,0.0,0.3,32.3,2.5
1.0,2020-01-09T10:27:40.000,2020-01-09T10:32:08.000,1.0,1.0,1.0,N,141,263,1.0,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5
1.0,2020-01-09T10:42:29.000,2020-01-09T10:52:30.000,1.0,1.2,1.0,N,262,237,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
1.0,2020-01-09T10:56:31.000,2020-01-09T11:11:04.000,1.0,1.6,1.0,N,236,161,1.0,10.5,2.5,0.5,2.0,0.0,0.3,15.8,2.5
2.0,2020-01-09T10:14:24.000,2020-01-09T10:19:17.000,1.0,0.56,1.0,N,113,234,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
1.0,2020-01-09T10:11:09.000,2020-01-09T10:15:22.000,1.0,0.5,1.0,N,140,141,1.0,4.5,2.5,0.5,2.2,0.0,0.3,10.0,2.5
1.0,2020-01-09T10:51:23.000,2020-01-09T11:30:23.000,1.0,7.7,1.0,N,107,188,1.0,30.0,2.5,0.5,6.66,0.0,0.3,39.96,2.5
1.0,2020-01-09T10:25:57.000,2020-01-09T10:39:16.000,1.0,1.4,1.0,N,164,246,1.0,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
2.0,2020-01-09T10:06:26.000,2020-01-09T10:09:58.000,1.0,0.35,1.0,N,186,164,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2.0,2020-01-09T10:58:09.000,2020-01-09T11:12:39.000,1.0,1.01,1.0,N,263,140,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-09T10:22:24.000,2020-01-09T10:32:53.000,1.0,1.21,1.0,N,237,236,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
2.0,2020-01-09T10:37:39.000,2020-01-09T10:41:03.000,1.0,0.55,1.0,N,236,236,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2.0,2020-01-09T10:44:37.000,2020-01-09T11:00:59.000,1.0,1.02,1.0,N,236,75,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-09T10:29:06.000,2020-01-09T10:32:32.000,1.0,0.54,1.0,N,237,263,1.0,4.5,0.0,0.5,0.78,0.0,0.3,8.58,2.5
2.0,2020-01-09T10:39:46.000,2020-01-09T10:47:59.000,1.0,2.03,1.0,N,263,74,1.0,8.5,0.0,0.5,2.95,0.0,0.3,14.75,2.5
2.0,2020-01-09T10:49:09.000,2020-01-09T10:55:27.000,1.0,0.74,1.0,N,74,41,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0.0
2.0,2020-01-09T10:56:51.000,2020-01-09T11:05:28.000,1.0,1.33,1.0,N,41,116,2.0,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0.0
2.0,2020-01-09T10:13:08.000,2020-01-09T10:25:40.000,6.0,1.07,1.0,N,164,162,1.0,9.0,0.0,0.5,1.84,0.0,0.3,14.14,2.5
2.0,2020-01-09T10:49:41.000,2020-01-09T10:58:50.000,6.0,1.08,1.0,N,237,236,1.0,8.0,0.0,0.5,2.82,0.0,0.3,14.12,2.5
2.0,2020-01-09T10:04:57.000,2020-01-09T10:27:48.000,2.0,2.51,1.0,N,239,162,2.0,15.5,0.0,0.5,0.0,0.0,0.3,18.8,2.5
1.0,2020-01-09T10:33:54.000,2020-01-09T10:49:45.000,1.0,1.9,1.0,N,107,162,2.0,11.5,2.5,0.5,0.0,0.0,0.3,14.8,2.5
2.0,2020-01-09T10:42:21.000,2020-01-09T10:48:04.000,1.0,0.82,1.0,N,141,236,1.0,5.5,0.0,0.5,2.64,0.0,0.3,11.44,2.5
2.0,2020-01-09T10:49:44.000,2020-01-09T10:53:59.000,1.0,0.62,1.0,N,236,43,2.0,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
2.0,2020-01-09T10:13:51.000,2020-01-09T10:25:01.000,6.0,1.25,1.0,N,68,246,1.0,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
2.0,2020-01-09T10:40:04.000,2020-01-09T10:53:01.000,6.0,2.38,1.0,N,246,249,1.0,11.0,0.0,0.5,2.14,0.0,0.3,16.44,2.5
2.0,2020-01-09T10:21:19.000,2020-01-09T10:33:51.000,5.0,1.44,1.0,N,114,186,2.0,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5
2.0,2020-01-09T10:40:42.000,2020-01-09T10:56:52.000,5.0,0.89,1.0,N,186,246,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
1.0,2020-01-09T10:11:31.000,2020-01-09T10:22:05.000,1.0,1.5,1.0,N,162,68,1.0,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5
1.0,2020-01-09T10:50:08.000,2020-01-09T11:06:58.000,1.0,3.3,1.0,N,246,13,1.0,14.5,2.5,0.5,3.55,0.0,0.3,21.35,2.5
1.0,2020-01-09T10:33:33.000,2020-01-09T10:38:12.000,1.0,0.8,1.0,N,249,68,1.0,5.5,2.5,0.5,1.75,0.0,0.3,10.55,2.5
1.0,2020-01-09T10:49:31.000,2020-01-09T11:06:47.000,1.0,1.5,1.0,N,90,170,1.0,12.0,2.5,0.5,3.05,0.0,0.3,18.35,2.5
2.0,2020-01-09T10:04:54.000,2020-01-09T10:23:49.000,1.0,1.79,1.0,N,186,163,1.0,12.5,0.0,0.5,1.5,0.0,0.3,17.3,2.5
2.0,2020-01-09T10:29:00.000,2020-01-09T10:37:52.000,1.0,0.76,1.0,N,161,230,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
1.0,2020-01-09T10:12:13.000,2020-01-09T10:27:36.000,1.0,2.3,1.0,N,100,211,1.0,12.0,2.5,0.5,2.0,0.0,0.3,17.3,2.5
1.0,2020-01-09T10:55:59.000,2020-01-09T11:03:48.000,1.0,1.0,1.0,N,170,90,1.0,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
1.0,2020-01-09T10:10:59.000,2020-01-09T10:21:41.000,1.0,1.8,1.0,N,236,238,1.0,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
1.0,2020-01-09T10:28:13.000,2020-01-09T10:31:35.000,1.0,0.6,1.0,N,143,142,1.0,4.5,2.5,0.5,1.56,0.0,0.3,9.36,2.5
1.0,2020-01-09T10:43:39.000,2020-01-09T10:45:04.000,1.0,0.5,1.0,N,238,239,1.0,3.5,2.5,0.5,1.35,0.0,0.3,8.15,2.5
1.0,2020-01-09T10:46:10.000,2020-01-09T11:08:47.000,1.0,2.8,1.0,N,239,229,2.0,16.0,2.5,0.5,0.0,0.0,0.3,19.3,2.5
1.0,2020-01-09T10:19:40.000,2020-01-09T10:41:24.000,1.0,2.0,1.0,N,236,140,1.0,14.5,2.5,0.5,3.56,0.0,0.3,21.36,2.5
1.0,2020-01-09T10:47:30.000,2020-01-09T10:54:21.000,1.0,0.5,1.0,N,141,237,1.0,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
1.0,2020-01-09T10:35:20.000,2020-01-09T10:41:56.000,1.0,0.7,1.0,N,68,246,1.0,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
1.0,2020-01-09T10:06:40.000,2020-01-09T10:23:30.000,1.0,2.4,1.0,N,186,148,1.0,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5
1.0,2020-01-09T10:29:06.000,2020-01-09T10:36:56.000,1.0,1.2,1.0,N,79,234,1.0,7.0,2.5,0.5,1.55,0.0,0.3,11.85,2.5
1.0,2020-01-09T10:44:15.000,2020-01-09T10:59:45.000,2.0,1.6,1.0,N,90,170,1.0,11.0,2.5,0.5,3.55,0.0,0.3,17.85,2.5
2.0,2020-01-09T10:00:55.000,2020-01-09T10:17:28.000,1.0,1.33,1.0,N,237,230,1.0,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
2.0,2020-01-09T10:33:56.000,2020-01-09T10:50:16.000,1.0,2.5,1.0,N,48,140,2.0,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
2.0,2020-01-09T09:59:16.000,2020-01-09T10:37:07.000,1.0,8.76,1.0,N,138,230,1.0,32.5,0.0,0.5,5.0,6.12,0.3,46.92,2.5
2.0,2020-01-09T10:47:16.000,2020-01-09T10:54:06.000,1.0,1.29,1.0,N,163,239,1.0,7.0,0.0,0.5,3.09,0.0,0.3,13.39,2.5
2.0,2020-01-09T10:00:54.000,2020-01-09T10:37:24.000,1.0,5.14,1.0,N,163,166,1.0,25.0,0.0,0.5,7.08,0.0,0.3,35.38,2.5
2.0,2020-01-09T10:38:39.000,2020-01-09T10:47:10.000,1.0,2.11,1.0,N,166,143,1.0,8.5,0.0,0.5,2.95,0.0,0.3,14.75,2.5
2.0,2020-01-09T10:29:48.000,2020-01-09T10:37:43.000,1.0,1.01,1.0,N,237,163,1.0,7.0,0.0,0.5,1.54,0.0,0.3,11.84,2.5
2.0,2020-01-09T10:43:53.000,2020-01-09T10:52:27.000,1.0,1.07,1.0,N,161,234,1.0,7.0,0.0,0.5,1.0,0.0,0.3,11.3,2.5
1.0,2020-01-09T10:10:19.000,2020-01-09T10:27:26.000,2.0,1.1,1.0,N,230,170,1.0,11.0,2.5,0.5,1.0,0.0,0.3,15.3,2.5
1.0,2020-01-09T10:34:23.000,2020-01-09T10:45:02.000,2.0,1.0,1.0,N,100,161,1.0,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
1.0,2020-01-09T10:30:18.000,2020-01-09T10:36:35.000,1.0,0.7,1.0,N,231,211,2.0,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5
2.0,2020-01-09T10:28:39.000,2020-01-09T10:44:47.000,1.0,2.02,1.0,N,237,161,1.0,11.5,0.0,0.5,2.22,0.0,0.3,17.02,2.5
1.0,2020-01-09T10:12:41.000,2020-01-09T10:33:23.000,0.0,3.3,1.0,N,236,233,2.0,16.5,2.5,0.5,0.0,0.0,0.3,19.8,2.5
1.0,2020-01-09T10:35:39.000,2020-01-09T10:42:43.000,0.0,1.0,1.0,N,170,161,1.0,6.5,2.5,0.5,0.98,0.0,0.3,10.78,2.5
1.0,2020-01-09T10:51:50.000,2020-01-09T11:14:27.000,0.0,3.0,1.0,N,162,75,1.0,15.5,2.5,0.5,3.75,0.0,0.3,22.55,2.5
1.0,2020-01-09T10:18:14.000,2020-01-09T10:45:52.000,1.0,4.7,1.0,N,231,48,1.0,21.0,2.5,0.5,4.85,0.0,0.3,29.15,2.5
1.0,2020-01-09T10:58:20.000,2020-01-09T11:21:39.000,1.0,2.0,1.0,N,142,75,1.0,15.5,2.5,0.5,3.76,0.0,0.3,22.56,2.5
2.0,2020-01-09T10:27:51.000,2020-01-09T11:00:45.000,2.0,2.56,1.0,N,68,237,3.0,-18.5,0.0,-0.5,0.0,0.0,-0.3,-21.8,-2.5
2.0,2020-01-09T10:27:51.000,2020-01-09T11:00:45.000,2.0,2.56,1.0,N,68,237,2.0,18.5,0.0,0.5,0.0,0.0,0.3,21.8,2.5
2.0,2020-01-09T09:57:11.000,2020-01-09T10:22:23.000,1.0,3.36,1.0,N,239,90,1.0,17.0,0.0,0.5,3.7,0.0,0.3,24.0,2.5
2.0,2020-01-09T10:13:07.000,2020-01-09T10:27:20.000,1.0,2.59,1.0,N,230,43,2.0,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
2.0,2020-01-09T10:30:00.000,2020-01-09T10:41:58.000,1.0,1.1,1.0,N,236,237,1.0,8.5,0.0,0.5,1.0,0.0,0.3,12.8,2.5
1.0,2020-01-09T10:19:57.000,2020-01-09T10:40:10.000,1.0,1.3,1.0,N,186,161,1.0,13.0,2.5,0.5,3.25,0.0,0.3,19.55,2.5
2.0,2020-01-09T10:13:50.000,2020-01-09T10:18:36.000,2.0,0.61,1.0,N,236,263,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
2.0,2020-01-09T10:44:27.000,2020-01-09T10:54:51.000,1.0,2.18,1.0,N,263,229,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-09T10:25:50.000,2020-01-09T10:36:21.000,1.0,1.22,1.0,N,246,161,1.0,8.0,0.0,0.5,1.0,0.0,0.3,12.3,2.5
2.0,2020-01-09T10:37:54.000,2020-01-09T10:47:19.000,1.0,1.15,1.0,N,161,234,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
2.0,2020-01-09T10:12:59.000,2020-01-09T10:29:51.000,1.0,3.06,1.0,N,230,43,2.0,13.5,0.0,0.5,0.0,0.0,0.3,16.8,2.5
2.0,2020-01-09T10:36:34.000,2020-01-09T10:45:01.000,1.0,0.8,1.0,N,236,75,1.0,7.0,0.0,0.5,1.03,0.0,0.3,11.33,2.5
2.0,2020-01-09T10:50:00.000,2020-01-09T10:57:26.000,1.0,1.23,1.0,N,43,237,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
1.0,2020-01-09T10:11:56.000,2020-01-09T10:24:57.000,1.0,0.9,1.0,N,186,164,1.0,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
1.0,2020-01-09T10:47:02.000,2020-01-09T11:10:39.000,1.0,2.2,1.0,N,186,162,2.0,15.0,2.5,0.5,0.0,0.0,0.3,18.3,2.5
2.0,2020-01-09T10:03:25.000,2020-01-09T10:06:20.000,6.0,0.74,1.0,N,236,236,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2.0,2020-01-09T10:12:21.000,2020-01-09T10:27:48.000,6.0,3.89,1.0,N,236,246,1.0,14.0,0.0,0.5,2.0,0.0,0.3,19.3,2.5
2.0,2020-01-09T10:30:23.000,2020-01-09T10:54:53.000,6.0,4.54,1.0,N,246,88,1.0,19.5,0.0,0.5,4.56,0.0,0.3,27.36,2.5
2.0,2020-01-09T10:02:47.000,2020-01-09T10:17:29.000,1.0,2.27,1.0,N,262,233,1.0,12.0,0.0,0.5,1.0,0.0,0.3,16.3,2.5
2.0,2020-01-09T10:27:23.000,2020-01-09T10:32:18.000,1.0,0.69,1.0,N,170,230,2.0,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
2.0,2020-01-09T10:04:55.000,2020-01-09T10:11:19.000,1.0,0.8,1.0,N,249,113,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
2.0,2020-01-09T10:20:59.000,2020-01-09T10:31:35.000,1.0,1.17,1.0,N,186,161,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-09T10:33:12.000,2020-01-09T10:44:31.000,1.0,1.46,1.0,N,161,237,2.0,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
2.0,2020-01-09T10:54:45.000,2020-01-09T11:11:26.000,5.0,4.71,1.0,N,75,224,2.0,16.0,0.0,0.5,0.0,0.0,0.3,19.3,2.5
2.0,2020-01-09T10:26:46.000,2020-01-09T11:15:08.000,1.0,16.94,1.0,N,138,164,2.0,52.5,0.0,0.5,0.0,6.12,0.3,61.92,2.5
2.0,2020-01-09T10:00:58.000,2020-01-09T10:17:56.000,1.0,3.78,1.0,N,68,238,1.0,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
2.0,2020-01-09T10:28:10.000,2020-01-09T10:34:29.000,1.0,1.29,1.0,N,239,24,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
2.0,2020-01-09T10:47:44.000,2020-01-09T10:52:31.000,1.0,0.9,1.0,N,238,142,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2.0,2020-01-09T10:31:38.000,2020-01-09T10:41:46.000,1.0,1.29,1.0,N,237,236,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
2.0,2020-01-09T10:46:54.000,2020-01-09T10:55:26.000,1.0,1.12,1.0,N,237,263,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2.0,2020-01-09T10:24:17.000,2020-01-09T10:42:55.000,2.0,2.22,1.0,N,236,161,2.0,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5
2.0,2020-01-09T10:56:29.000,2020-01-09T11:01:12.000,2.0,0.43,1.0,N,142,48,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2.0,2020-01-09T10:20:28.000,2020-01-09T10:38:33.000,1.0,1.74,1.0,N,186,50,1.0,12.0,0.0,0.5,1.5,0.0,0.3,16.8,2.5
1.0,2020-01-09T10:43:18.000,2020-01-09T10:59:59.000,1.0,1.7,1.0,N,236,229,2.0,11.5,2.5,0.5,0.0,0.0,0.3,14.8,2.5
2.0,2020-01-09T10:51:24.000,2020-01-09T11:34:25.000,1.0,14.5,1.0,N,138,48,2.0,46.5,0.0,0.5,0.0,6.12,0.3,55.92,2.5
2.0,2020-01-09T10:10:42.000,2020-01-09T10:29:50.000,2.0,2.18,1.0,N,162,262,1.0,13.0,0.0,0.5,4.89,0.0,0.3,21.19,2.5
2.0,2020-01-09T10:33:52.000,2020-01-09T10:45:27.000,2.0,1.76,1.0,N,236,151,1.0,9.5,0.0,0.5,1.2,0.0,0.3,14.0,2.5
2.0,2020-01-09T10:22:31.000,2020-01-09T10:58:36.000,1.0,3.31,1.0,N,186,140,1.0,22.0,0.0,0.5,5.06,0.0,0.3,30.36,2.5
2.0,2020-01-09T10:25:14.000,2020-01-09T10:49:54.000,2.0,9.03,1.0,N,132,37,2.0,28.0,0.0,0.5,0.0,0.0,0.3,28.8,0.0
2.0,2020-01-09T10:09:07.000,2020-01-09T10:25:59.000,1.0,1.6,1.0,N,236,140,1.0,11.5,0.0,0.5,4.44,0.0,0.3,19.24,2.5
2.0,2020-01-09T10:10:03.000,2020-01-09T10:12:54.000,1.0,0.49,1.0,N,140,140,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
2.0,2020-01-09T10:37:18.000,2020-01-09T10:43:01.000,1.0,0.55,1.0,N,262,263,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
